'Carrera','Sede','Grupo_Familiar','Medio_Transporte','Tiempo_Traslado','Influencia_Cercania','Cursando_Actualmente','Nivel_Cursado','Nivel_Terminado','Tipo_Colegio','Tipo_Titulo','Pedira_Beca','OS_Mutual','Trabajo','Relacion_Trabajo_Carrera','Tipo_Trabajo','Rama_Trabajo','Formal_Informal','Permanente_Temporario','Cantidad_Horas_Trabajadas','Tipo_Horarios','Horario_Trabajo','Posibilidad_Cambiar_Horario','Busca_Trabajo','Cantidad_Grupo_Familiar','Instruccion_Madre','Instruccion_Padre','Conocimiento_Idioma','Conocimientos_Procesador_Texto','Conocimientos_Planilla_Calculo','Conocimientos_Internet','INGRESANTE','ESTADO 1-2015'
3,2,'1-Mi grupo familiar','2-En colectivo de corta distancia',,'No contesta','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-No','18-Si','19-Parcial','20-Obrero o Empleado','21-Servicios Públicos','22-Informal','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Mañana','27-Sólo algunas veces','No aplica',7,'Medio o Polimodal Completo','Universitario Completo','34-Si','Bueno','Bueno','Bueno','SI','ABANDONO'
27,1,'1-Mi grupo familiar','2-En tren',40,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-Si','18-Si','19-Parcial','20-Trabajador Familiar','No contesta','22-Informal','23-Permanente','24-De 11 a 24 horas','25-Fijos','26-Mañana','27-Sólo algunas veces','No aplica',5,'Medio o Polimodal Incompleto','Medio o Polimodal Completo','34-Si',,,'Bueno','SI','ABANDONO'
17,1,'1-Mi grupo familiar','2-A pie',30,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-No','18-Si','19-Parcial','20-Obrero o Empleado','21-Comercio','22-Informal','23-Temporario','24-Menos de 10 horas','25-Fijos','26-Noche','27-Nunca','No aplica',7,'Medio o Polimodal Completo','Terciario Completo','34-No','Bueno','Bueno','Avanzado','SI','ABANDONO'
17,1,'1-Mi grupo familiar','No contesta',,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-No',,'No contesta','No contesta','34-No','Bueno','Bueno','Intermedio','SI','ABANDONO'
18,1,'1-Mi grupo familiar','2-En tren',120,'4-Poco','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-Si','18-Si','19-Parcial','20-Cuenta Propista','21-Otras (especificar)','22-Informal','23-Permanente','24-Menos de 10 horas','No contesta','26-Tarde','27-Sólo algunas veces','No aplica',3,'Terciario Completo','Terciario Completo','34-Si',,,'Bueno','SI','ABANDONO'
43,6,'1-Mi grupo familiar','2-En bicicleta o moto',25,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-No','18-Si','19-Parcial','20-Obrero o Empleado','21-Comercio','22-Formal','23-Temporario','24-De 11 a 24 horas','25-Fijos','26-Tarde','27-Sólo algunas veces','No aplica',6,'Medio o Polimodal Incompleto','Medio o Polimodal Incompleto','34-Si','Bueno','Bueno','Intermedio','SI','ACTIVO'
43,6,'1-Mi grupo familiar','2-En colectivo de corta distancia',120,'4-Nada','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-No','18-Si','19-Parcial','20-Obrero o Empleado','21-Servicios Públicos','22-Informal','23-Permanente','24-De 11 a 24 horas','25-Fijos','26-Mañana','27-Sólo algunas veces','No aplica',8,'Terciario Incompleto','Medio o Polimodal Incompleto','34-Si','Avanzado','Intermedio','Avanzado','SI','ACTIVO'
3,3,'1-Mi grupo familiar','2-En tren',40,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Otro (especificar)','16-No','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Servicios Públicos','22-Formal','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Mañana','27-Nunca','No aplica',6,'Medio o Polimodal Incompleto','Medio o Polimodal Completo','34-Si','Intermedio','Avanzado','Avanzado','SI','ABANDONO'
8,1,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'SI','ABANDONO'
43,6,'1-Mi grupo familiar','2-En tren',90,'4-Poco','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Técnico','16-Si','17-No','18-Si','19-Parcial','20-Obrero o Empleado','21-Comercio','22-Informal','23-Temporario','24-De 25 a 48 horas','25-Rotativos','26-Noche','27-Nunca','No aplica',4,'Medio o Polimodal Incompleto','Terciario Incompleto','34-No','Bueno','Bueno','Bueno','SI','ABANDONO'
8,1,'1-Mi grupo familiar','2-En tren',30,'4-Poco','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-No','18-Si','19-Parcial','20-Patrón o Encargado','21-Comercio','22-Informal','23-Permanente','24-De 11 a 24 horas','No contesta','26-Mañana','27-Siempre que sea necesario','No aplica',5,'Medio o Polimodal Incompleto','Medio o Polimodal Incompleto','34-Si','Intermedio','Bueno','Avanzado','SI','ABANDONO'
48,1,'1-Mi grupo familiar','2-En tren',30,'4-Poco','6-Si','7-Medio/Polimodal','8-Primario','9-Privado','14-Bachiller','16-Si','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Comercio','22-Informal','23-Temporario','24-De 11 a 24 horas','25-Fijos','26-Noche','27-Nunca','No aplica',3,'Terciario Completo','No contesta','34-Si','Intermedio','Intermedio','Avanzado','SI','ABANDONO'
8,1,'1-Mi grupo familiar','2-En colectivo de media distancia',90,'4-Poco','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','16-Si','17-No','18-Si','19-Parcial','20-Obrero o Empleado','21-Comercio','22-Informal','23-Temporario','24-De 11 a 24 horas','25-Rotativos','26-Mañana','27-Sólo algunas veces','No aplica',8,'Primario Incompleto','Primario Incompleto','34-No',,,'Bueno','SI','ABANDONO'
27,1,'1-Mi grupo familiar','2-En colectivo de corta distancia',60,'4-Nada','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-No',4,'Medio o Polimodal Incompleto','Terciario Incompleto','34-Si','Bueno','Bueno','Avanzado','SI','ABANDONO'
3,13,'1-Mi grupo familiar','2-A pie',60,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-No','18-Si','19-Parcial','20-Obrero o Empleado','21-Comercio','22-Informal','23-Temporario','24-De 11 a 24 horas','25-Fijos','26-Tarde','27-Nunca','No aplica',11,'Primario Completo','Primario Completo','34-No','Bueno','Bueno','Bueno','SI','ABANDONO'
43,6,'1-Mi grupo familiar','2-En colectivo de corta distancia',30,'4-Nada','6-No','No aplica','8-Medio/Polimodal','9-Público','No contesta','No contesta','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Comercio','22-Formal','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Tarde','27-Siempre que sea necesario','No aplica',,'Primario Incompleto','Primario Incompleto','34-No','Intermedio','Intermedio','Intermedio','SI','ABANDONO'
43,6,'1-Mi grupo familiar','2-En bicicleta o moto',30,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','16-Si','17-Si','18-Si','19-Parcial','20-Cuenta Propista','21-Educación','22-Informal','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Tarde','27-Siempre que sea necesario','No aplica',3,'Medio o Polimodal Incompleto','Terciario Incompleto','34-Si','Bueno','Bueno','Avanzado','SI','ABANDONO'
3,1,'1-Mi grupo familiar','2-A pie',30,'4-Mucho','6-No','No aplica','No contesta','9-Público','14-Bachiller','16-No','17-No','18-Si','19-Parcial','20-Trabajador Familiar','21-Comercio','22-Informal','23-Permanente','24-De 25 a 48 horas','25-Rotativos','26-Noche','27-Siempre que sea necesario','No aplica',5,'Primario Incompleto','Primario Completo','34-No','Bueno','Bueno','Intermedio','SI','ABANDONO'
3,4,'1-Mi grupo familiar','2-A pie',15,'4-Mucho','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',4,'Primario Completo','Primario Completo','34-No','Bueno','Bueno','Bueno','SI','ABANDONO'
3,1,'1-Mi grupo familiar','2-En colectivo de media distancia',40,'4-Poco','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',3,'Universitario Completo','Terciario Completo','34-Si','Intermedio','Bueno','Avanzado','NO','ABANDONO'
17,1,'1-Mi grupo familiar','2-En colectivo de larga distancia',120,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-No',7,'Primario Incompleto','Primario Completo','34-No','Bueno','Bueno','Bueno','SI','ABANDONO'
27,3,'1-Mi grupo familiar','No contesta',10,'4-Mucho','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',3,'Terciario Completo','Primario Completo','34-Si','Intermedio','Intermedio','Avanzado','SI','ABANDONO'
5,3,'1-Mi grupo familiar','2-En colectivo o combi contratada',90,'4-Poco','6-Si','7-Medio/Polimodal','8-Primario','9-Público','14-Bachiller','16-Si','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Educación','22-Informal','23-Temporario','24-Menos de 10 horas','25-Fijos','26-Tarde','27-Nunca','No aplica',4,'No contesta','No contesta','34-Si','Intermedio','Intermedio','Avanzado','NO','ABANDONO'
3,1,'1-Mi grupo familiar','2-En colectivo de corta distancia',75,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Comercio','22-Informal','23-Temporario','24-De 25 a 48 horas','25-Fijos','26-Mañana','27-Siempre que sea necesario','No aplica',3,'Medio o Polimodal Completo','Primario Completo','34-No','Avanzado','Intermedio','Intermedio','SI','ACTIVO'
17,1,'1-Mi grupo familiar','2-En colectivo de media distancia',50,'4-Poco','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Comercio','22-Formal','23-Temporario','24-Más de 48 horas','25-Fijos','26-Mañana','27-Siempre que sea necesario','No aplica',4,'Primario Completo','Primario Completo','34-Si','Bueno',,'Bueno','SI','ABANDONO'
3,2,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'SI','ABANDONO'
3,4,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'SI','ABANDONO'
18,1,'1-Mi grupo familiar','2-En colectivo de media distancia',120,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','16-Si','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-No',6,'Primario Completo','Primario Completo','34-Si',,,'Intermedio','SI','ABANDONO'
43,6,'1-Mi grupo familiar','2-En colectivo de corta distancia',15,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Industrial','22-Formal','23-Permanente','24-Menos de 10 horas','25-Fijos','26-Mañana','27-Nunca','No aplica',5,'Medio o Polimodal Completo','Medio o Polimodal Incompleto','34-Si','Bueno','Bueno','Bueno','SI','ABANDONO'
3,2,'1-Mi grupo familiar','2-En colectivo de media distancia',80,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Otras (especificar)','22-Formal','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Mañana','27-Nunca','No aplica',7,'Primario Completo','Primario Completo','34-No','Bueno','Bueno','Avanzado','SI','ABANDONO'
3,4,'1-Mi grupo familiar','2-A pie',60,'4-Nada','6-Si','7-Universitario','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-No','18-Si','19-Total','20-Obrero o Empleado','21-Comercio','22-Informal','23-Temporario','24-Menos de 10 horas','25-Fijos','26-Tarde','27-Nunca','No aplica',6,'Medio o Polimodal Completo','Medio o Polimodal Completo','34-No','Avanzado','Intermedio','Avanzado','SI','ABANDONO'
8,1,'1-Mi grupo familiar','2-En tren',60,'4-Nada','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',10,'Primario Incompleto','Primario Completo','34-No','Intermedio',,,'SI','ABANDONO'
5,1,'1-Mi grupo familiar','2-En tren',30,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',6,'Terciario Completo','Medio o Polimodal Completo','34-No','Intermedio',,'Intermedio','SI','ACTIVO'
3,1,'1-Mi grupo familiar','No contesta',15,'4-Poco','6-No','No aplica','8-Medio/Polimodal','9-Privado','No contesta','16-No','17-Si','18-Si','19-Parcial','20-Trabajador Familiar','21-Agropecuaria','No contesta','23-Temporario','24-De 11 a 24 horas','25-Fijos','26-Mañana','27-Sólo algunas veces','No aplica',,'Universitario Completo','Universitario Completo','No contesta',,,,'SI','ACTIVO'
25,1,'1-Mi grupo familiar','2-En tren',50,'4-Poco','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','16-Si','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Otras (especificar)','22-Informal','23-Temporario','24-Menos de 10 horas','25-Fijos','26-Mañana','27-Siempre que sea necesario','No aplica',3,'Medio o Polimodal Completo','Medio o Polimodal Completo','34-Si','Avanzado','Bueno','Avanzado','NO','ABANDONO'
3,2,'1-Mi grupo familiar','2-En colectivo de media distancia',25,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Industrial','22-Informal','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Mañana','27-Sólo algunas veces','No aplica',3,'Medio o Polimodal Completo','Universitario Incompleto','34-Si','Bueno','Bueno','Bueno','SI','ACTIVO'
27,3,'1-Mi grupo familiar','2-En colectivo de corta distancia',40,'4-Poco','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Comercio','22-Informal','23-Temporario','24-De 11 a 24 horas','25-Fijos','26-Mañana','27-Siempre que sea necesario','No aplica',4,'Terciario Completo','Universitario Completo','34-Si','Intermedio','Intermedio','Avanzado','SI','ABANDONO'
5,3,'1-Mi grupo familiar','2-En colectivo de corta distancia',30,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',5,'Universitario Completo','Medio o Polimodal Completo','34-Si','Intermedio','Bueno','Avanzado','SI','ACTIVO'
5,2,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'SI','ACTIVO'
18,1,'1-Mi grupo familiar','2-A pie',130,'4-Nada','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',6,'Primario Completo','No contesta','34-Si',,,'Intermedio','SI','ACTIVO'
4,2,'1-Mi grupo familiar','2-En colectivo de corta distancia',20,'4-Nada','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','16-Si','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Comercio','22-Informal','23-Temporario','24-De 11 a 24 horas','25-Fijos','26-Tarde','27-Siempre que sea necesario','No aplica',5,'Medio o Polimodal Completo','Medio o Polimodal Incompleto','34-Si','Bueno','Intermedio','Intermedio','SI','ABANDONO'
43,6,'1-Mi grupo familiar','2-A pie',25,'4-Poco','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','No contesta','17-No','18-Si','19-Total','20-Obrero o Empleado','21-Educación','No contesta','23-Temporario','24-De 11 a 24 horas','25-Rotativos','26-Tarde','27-Sólo algunas veces','No aplica',4,'Universitario Completo','Universitario Completo','34-Si','Bueno','Bueno','Intermedio','SI','ACTIVO'
43,6,'1-Mi grupo familiar','2-En colectivo de corta distancia',60,'4-Poco','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Comercio','22-Formal','23-Permanente','24-De 25 a 48 horas','25-Rotativos','26-Mañana','27-Siempre que sea necesario','No aplica',6,'Primario Completo','Primario Completo','34-No',,,'Bueno','NO','ABANDONO'
43,6,'1-Mi grupo familiar','2-En colectivo de media distancia',45,'4-Mucho','6-Si','7-Medio/Polimodal','8-Primario','9-Privado','14-Bachiller','16-Si','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',4,'Primario Completo','Primario Completo','34-Si','Intermedio','Bueno','Intermedio','SI','ACTIVO'
3,1,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'SI','ABANDONO'
3,3,'1-Algún pariente','2-En colectivo o combi contratada',,'4-Poco','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-No','18-Si','19-Parcial','20-Obrero o Empleado','21-Comercio','22-Formal','23-Temporario','24-De 11 a 24 horas','25-Fijos','26-Tarde','27-Nunca','No aplica',5,'Primario Completo','Primario Completo','34-Si','Bueno','Intermedio','Intermedio','SI','ACTIVO'
5,2,'1-Mi grupo familiar','2-En tren',120,'4-Mucho','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Industrial','22-Formal','23-Permanente','24-Más de 48 horas','25-Fijos','26-Mañana','27-Nunca','No aplica',9,'Primario Incompleto','Terciario Completo','34-No','Bueno','Bueno','Bueno','SI','ABANDONO'
43,6,'1-Compañeras/os o amigas/os','2-En colectivo de corta distancia',60,'4-Poco','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','No contesta','17-No','No contesta','19-Parcial','20-Obrero o Empleado','21-Comercio','22-Formal','23-Temporario','24-De 25 a 48 horas','25-Fijos','26-Tarde','27-Sólo algunas veces','28-Si',2,'Medio o Polimodal Incompleto','No contesta','34-Si','Intermedio','Intermedio','Intermedio','NO','ABANDONO'
29,1,'1-Mi grupo familiar','2-En colectivo de corta distancia',45,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',2,'Universitario Completo','No contesta','34-Si','Bueno',,'Intermedio','SI','ABANDONO'
8,1,'1-Sola/o','2-En bicicleta o moto',30,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-No','18-Si','19-Parcial','20-Trabajador Familiar','21-Turismo','22-Informal','23-Temporario','24-Menos de 10 horas','25-Rotativos','26-Mañana','27-Sólo algunas veces','No aplica',5,'Primario Incompleto','Primario Incompleto','34-Si','Intermedio','Intermedio','Intermedio','NO','ABANDONO'
3,2,'1-Mi grupo familiar','2-En colectivo de corta distancia',40,'4-Poco','6-Si','7-Terciario','8-Terciario','9-Público','14-Bachiller','16-Si','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',5,'Medio o Polimodal Incompleto','Primario Incompleto','34-Si','Bueno','Bueno','Bueno','SI','ABANDONO'
17,1,'1-Mi grupo familiar','2-En colectivo de larga distancia',60,'4-Poco','6-Si','7-Medio/Polimodal','8-Primario','9-Privado','14-Bachiller','16-Si','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-No',7,'Medio o Polimodal Completo','Primario Completo','34-Si','Avanzado','Avanzado','Avanzado','SI','ABANDONO'
25,1,'1-Mi grupo familiar','2-En colectivo de media distancia',30,'4-Mucho','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',5,'Universitario Incompleto','Terciario Completo','34-Si','Avanzado','Intermedio','Avanzado','SI','ACTIVO'
3,2,'1-Mi grupo familiar','2-A pie',45,'4-Mucho','6-No','No aplica','8-Terciario','9-Público','14-Bachiller','16-Si','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',5,'Primario Completo','Primario Completo','34-No',,,,'SI','ABANDONO'
16,1,'1-Mi grupo familiar','2-En colectivo de corta distancia',90,'4-Poco','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',5,'Medio o Polimodal Incompleto','Medio o Polimodal Incompleto','34-Si','Bueno',,'Intermedio','SI','ABANDONO'
3,1,'1-Mi grupo familiar','2-En colectivo de media distancia',45,'4-Poco','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-No',4,'Medio o Polimodal Incompleto','Universitario Incompleto','34-Si','Bueno','Bueno','Intermedio','SI','ACTIVO'
3,1,'1-Mi grupo familiar','2-En colectivo de media distancia',120,'4-Mucho','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Público','14-Técnico','16-No','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-No',7,'Primario Completo','Primario Completo','34-No','Avanzado','Bueno','Avanzado','SI','ACTIVO'
3,2,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'NO','ABANDONO'
3,2,'1-Mi grupo familiar','2-En tren',20,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Otro (especificar)','16-Si','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Comercio','22-Formal','23-Permanente','24-De 25 a 48 horas','25-Rotativos','26-Noche','27-Siempre que sea necesario','No aplica',5,'Primario Completo','Primario Completo','34-Si','Bueno',,'Intermedio','SI','ABANDONO'
43,6,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'NO','ABANDONO'
43,6,'1-Mi grupo familiar','2-En colectivo de corta distancia',90,'4-Nada','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Privado','14-Otro (especificar)','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-No',4,'Primario Completo','Medio o Polimodal Incompleto','34-No','Bueno','Bueno','Intermedio','SI','ACTIVO'
3,1,'1-Mi grupo familiar','2-En tren',80,'4-Nada','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Comercio','22-Formal','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Noche','27-Nunca','No aplica',4,'Terciario Completo','Terciario Incompleto','34-Si','Bueno','Bueno','Bueno','NO','ABANDONO'
3,3,'1-Mi grupo familiar','2-En colectivo de media distancia',40,'4-Mucho','6-Si','7-Medio/Polimodal','8-Primario','9-Privado','14-Bachiller','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',5,'Medio o Polimodal Completo','Medio o Polimodal Incompleto','34-Si','Bueno','Bueno','Bueno','SI','ACTIVO'
5,2,'1-Mi grupo familiar','2-En colectivo de media distancia',40,'4-Poco','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Servicios Públicos','22-Informal','23-Temporario','24-Menos de 10 horas','25-Fijos','26-Tarde','27-Siempre que sea necesario','No aplica',4,'Medio o Polimodal Incompleto','Primario Completo','34-Si','Bueno',,'Avanzado','NO','ABANDONO'
3,1,'1-Mi grupo familiar','2-A pie',30,'4-Poco','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Privado','14-Bachiller','16-Si','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',5,'Primario Completo','Medio o Polimodal Incompleto','34-Si','Intermedio',,'Avanzado','SI','ABANDONO'
3,1,'1-Mi grupo familiar','2-En bicicleta o moto',30,'4-Mucho','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',4,'Medio o Polimodal Incompleto','Medio o Polimodal Incompleto','34-No','Intermedio','Intermedio','Intermedio','SI','ACTIVO'
43,6,'1-Mi grupo familiar','2-A pie',15,'4-Nada','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Privado','14-Otro (especificar)','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',5,'Universitario Completo','Terciario Completo','34-Si','Bueno','Bueno','Intermedio','SI','ACTIVO'
